lfdn;external_lfdn;tester;dispcode;lastpage;quality;duration;v_1;v_9;v_10;v_11;v_12;v_13;v_14;v_15;v_16;v_17;v_18;v_19;v_20;v_26;v_27;v_28;v_29;v_36;v_37;v_38;v_39;v_40;v_41;v_42;v_43;v_46;v_52;v_53;v_54;v_55;v_56;v_57;v_63;v_64;v_65;v_66;v_67;v_68;v_69;v_70;v_71;v_72;v_73;v_74;v_75;v_76;v_82;v_83;v_84;v_85;v_111;v_117;v_118;v_119;v_120;v_121;v_122;v_124;v_142;v_268;v_0ab75;v_b4933;v_bcfd1;v_272;v_f9027;v_c054d;v_aaa14;v_276;v_277;v_278;v_279;v_280;v_282;v_284;v_285;v_286;v_289;v_290;v_291;v_294;v_295;v_296;v_297;v_299;v_300;v_301;v_302;v_303;v_304;v_305;v_306;v_307;v_308;v_309;v_310;v_311;v_312;v_313;v_314;v_315;v_319;v_320;v_321;v_322;v_323;v_325;v_326;v_327;v_328;v_329;v_330;v_331;v_332;v_177;v_178;v_179;v_186;v_187;v_188;v_189;v_190;v_191;v_197;v_198;v_199;v_200;v_201;v_202;v_203;v_204;v_205;v_206;v_333;v_334;v_335;v_336;v_337;v_338;v_339;v_2598;v_223;v_225;v_226;v_227;v_228;v_229;v_231;v_233;v_234;v_235;v_236;v_238;v_241;v_2604;v_2605;v_245;v_246;dupl1_v_245;v_250;v_251;v_252;v_253;v_254;v_257;v_259;v_260;v_262;v_263;v_269;v_270;v_271;v_273;v_274;v_275;ext_host;ip_addr;device_type;participant_browser;participant_browser_version;participant_os;participant_device;participant_brand;participant_model;participant_isbot;participant_continent;participant_country;participant_region;participant_city;participant_latitude;participant_longitude;quota;quota_assignment;hflip;vflip;output_mode;javascript;flash;language;cleaned;ats;datetime;date_of_last_access;date_of_first_mail;rts712934;rts712935;rts712936;rts712937;rts712938;rts712939;rts712940;rts712941;rts712942;rts712943;rts712944;rts712945;rts712946;rts712950;rts712951;rts712952;rts712954;rts712958;rts712959;rts712960;rts712961;rts712962;rts712963;rts712965;rts712966;rts712967;rts712969;rts712971;rts712972;rts712974;rts712975;rts712977;rts712978;rts712979;rts712981;rts712982;rts712984;rts712985;rts712986;rts712987;rts712988;rts712990;rts712991;rts712993;rts712994;rts713002;rts713007;rts713010;rts713014;rts713016;rts713018;rts713019;rts713021;rts713023;rts713025;geschlecht;bildung;beruf;stadt_teil;stadt_teil2;alter;indi;jahr
243;0;0;31;"712995";;1900;1;2;3;4;1;2;3;1;2;3;1;1;3;1;1;5;3;2;3;3;2;3;2;5;5;1;3;1;1;1;2;3;5;3;1;3;4;3;1;5;1;3;2;1;;;3;2;3;4;2;3;1;3;1;3;2;2;;4;4;4;4;4;2;4;3;4;1;1;1;1;0;1;3;2;4;1;3;2;1;4;2;3;2;3;3;4;4;2;3;4;3;3;2;2;2;3;5;5;1;3;1;3;2;3;2;3;5;1;1;4;2;1;2;1;1;1;1;1;3;3;2;1;1;2;1;3;1;3;4;3;3;3;3;3;3;3;1;2;5;2;;;2;4;35;1;40;3;2;;1;11;-99;1;10;1;0;"-99";0;0;1;0;-66;2;2;"Kroatien";1;2;2;5;1;1;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";0;1;0;;;1;0;1554360852;"2019-04-04 06:54:12";"2019-04-04 07:25:52";"0000-00-00 00:00:00";3;9;33;56;89;109;133;1286;1304;1310;1335;1369;1382;1388;1410;1415;1421;1629;1634;1637;1669;1695;1719;1744;1754;1758;;1762;1767;1770;1786;1796;1801;1806;;;1822;1830;1835;1848;1854;;1866;1897;1900;1448;1471;1483;1494;1518;1549;1594;1625;1735;1739;"weiblich";"Hochschule";"";"Mitte/Wunderburg";1;"18-25";5;2019
250;0;0;31;"712995";;1586;2;3;2;4;3;3;2;2;2;5;2;1;1;5;2;2;2;2;4;3;3;3;3;2;3;1;2;2;2;1;1;1;6;4;2;1;1;3;5;5;2;4;3;2;2;2;3;4;3;1;2;3;2;3;2;3;4;4;4;3;3;3;3;3;3;3;3;3;4;3;4;4;0;2;4;3;3;3;5;3;3;1;5;1;1;2;1;3;3;2;2;2;2;3;1;2;1;2;4;4;2;3;3;3;3;3;2;2;2;2;4;3;3;2;3;3;1;2;2;2;1;3;3;3;3;2;4;3;2;1;4;4;4;4;4;3;;3;3;1;4;1;1;2;;8;104;1;30;11;1;1;;4;2;2;15;1;0;"-99";1;0;0;0;-66;1;1;"-99";;;;;;;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";0;1;0;;;1;0;1554360980;"2019-04-04 06:56:20";"2019-04-04 07:22:46";"0000-00-00 00:00:00";6;13;63;136;186;208;274;389;496;500;520;567;587;594;616;622;629;834;838;842;952;977;1005;1061;1066;1068;1072;;1076;;1085;1115;1121;1124;1127;1144;;1151;1166;1172;1178;;1183;;1586;645;683;695;710;742;770;802;830;1027;1034;"maennlich";"(Fach-)Abitur";"Angestelle/r";"Mitte/Wunderburg";1;"36-40";5;2019
252;0;0;31;"712995";;1659;3;3;4;4;5;4;3;3;5;5;4;4;3;4;3;2;3;5;5;6;4;3;3;4;2;6;2;5;2;2;2;2;6;2;2;2;3;2;4;5;3;3;3;3;6;3;3;1;1;1;3;5;4;3;4;1;3;3;4;1;1;3;1;3;1;1;1;1;1;1;1;1;0;1;1;1;3;3;1;2;3;1;4;2;3;3;2;4;4;3;3;3;3;3;3;3;3;3;5;5;1;1;1;3;3;5;5;2;2;1;5;1;3;3;1;3;5;5;5;5;1;1;3;3;2;4;1;3;5;3;5;5;2;3;3;3;3;3;3;1;2;1;1;2;;8;65;1;40;9;2;;1;3;1;3;12;1;0;"-99";1;0;0;0;-66;1;1;"-99";;;;;;;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";1;0;0;;;1;0;1554361157;"2019-04-04 06:59:17";"2019-04-04 07:26:56";"0000-00-00 00:00:00";2;7;51;143;810;828;853;917;983;1032;1045;1074;1208;1215;1234;1238;1246;1427;1431;1435;1471;1491;1523;1548;1557;1560;1566;;1570;;1577;1583;1589;1594;;;1630;1635;1639;1643;1648;;1654;;1659;1273;1293;1312;1324;1355;1363;1390;1420;1539;1544;"maennlich";"Hauptschulabschluss";"Angestelle/r";"Gartenstadt/Ost";3;"46-50";5;2019
253;0;0;31;"712995";;2799;1;2;1;2;1;1;1;1;1;3;1;1;1;1;2;2;2;3;4;3;3;3;2;3;3;3;2;3;2;3;3;2;4;2;1;3;3;3;1;5;2;3;2;2;3;3;5;5;5;5;2;1;2;1;1;4;4;2;3;2;2;1;2;3;1;1;1;1;2;1;1;1;0;1;2;1;3;4;1;1;3;1;4;1;1;1;2;2;2;1;2;3;3;4;3;3;1;2;3;1;1;4;2;4;2;4;4;3;3;2;3;3;3;2;1;4;1;1;1;1;4;4;1;2;2;1;1;1;1;2;2;3;3;3;3;3;3;2;1;2;5;1;2;2;;7;75;1;23;2;2;;1;1;0;3;8;1;0;"-99";0;1;0;0;-66;1;1;"-99";;;;;;;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";0;0;0;;;1;0;1554361167;"2019-04-04 06:59:27";"2019-04-04 07:46:06";"0000-00-00 00:00:00";5;14;137;248;289;322;351;442;594;602;1463;1773;1786;1793;1815;1829;1840;2137;2143;2149;2238;2265;2303;2364;2372;2376;2384;;2390;2421;2432;2486;2495;2499;;;2518;2528;2538;2558;2567;;2571;;2799;1881;1933;1955;1968;2002;2038;2090;2125;2326;2353;"weiblich";"Hochschule";"Angestelle/r";"";;"41-45";5;2019
254;0;0;32;"712995";;-1;2;3;2;3;4;4;3;2;2;3;2;2;2;2;3;2;1;2;2;3;2;3;3;4;3;3;6;7;5;3;2;2;6;3;2;3;2;3;4;2;2;2;2;2;3;3;2;4;4;2;2;2;2;4;2;2;2;3;3;1;1;3;4;4;4;3;3;1;1;3;1;1;0;1;1;1;2;4;4;1;1;5;3;2;2;2;2;2;2;2;4;2;3;4;2;3;1;4;1;1;2;4;1;4;2;2;2;4;5;3;1;4;1;3;3;3;2;2;2;3;5;3;1;4;3;2;2;3;2;3;5;3;3;3;3;3;3;3;3;1;4;1;1;2;;8;74;1;50;8;2;;2;1;0;2;12;1;0;"-99";1;0;0;0;-66;1;1;"-99";;;;;;;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";0;1;0;;;1;0;1554361197;"2019-04-04 06:59:57";"2019-04-04 11:46:41";"0000-00-00 00:00:00";6;31;46;97;141;172;198;266;314;393;420;461;479;487;510;518;528;7114;7120;7126;16881;16915;17034;17067;17075;17078;17088;;17095;;17107;17138;17151;17155;;;17163;17171;17183;17187;17194;;17199;;17204;560;591;610;625;651;6951;7001;7107;17053;17057;"maennlich";"(Fach-)Abitur";"Angestelle/r";"Gartenstadt/Ost";3;"26-30";5;2019
263;0;0;31;"712995";;3475;2;3;3;3;3;2;1;3;2;2;2;2;2;2;4;3;3;2;3;2;2;3;2;3;3;3;4;4;3;4;5;5;4;2;2;2;2;2;2;5;3;2;2;2;3;2;1;3;3;4;2;1;1;1;1;4;4;2;2;4;4;3;3;3;3;3;3;3;3;2;2;2;0;2;3;2;4;3;5;1;3;4;5;1;1;1;2;4;4;2;3;4;4;4;2;4;1;3;5;4;2;4;3;3;3;3;2;2;4;;4;4;3;2;2;3;1;1;1;1;4;3;2;2;3;2;1;2;1;3;1;3;3;3;1;3;1;3;2;2;5;1;1;2;;5;56;1;32;3;2;;1;1;-99;3;10;1;0;"-99";0;1;0;0;-66;1;1;"-99";;;;;;;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";0;1;0;;;1;0;1554361334;"2019-04-04 07:02:14";"2019-04-04 08:00:09";"0000-00-00 00:00:00";8;13;173;499;530;550;580;1125;1232;1239;1279;1323;1337;1344;1363;1367;1376;1722;1726;1731;1932;2061;2279;2415;2426;2429;2495;;2512;2515;2521;2616;2626;2629;;;3266;3271;3280;3419;3425;;3429;;3475;1413;1463;1482;1504;1537;1617;1670;1717;2315;2409;"weiblich";"Hochschule";"Angestelle/r";"Mitte/Wunderburg";1;"26-30";5;2019
267;0;0;31;"712995";;731;3;4;3;4;4;4;2;2;1;2;3;1;1;4;2;2;2;2;2;3;2;2;2;2;2;3;1;1;1;3;3;3;5;1;1;2;4;1;3;1;1;2;2;2;5;2;4;3;3;3;3;2;3;3;2;2;4;4;2;1;1;1;4;3;1;4;3;1;1;1;2;1;0;1;1;1;1;5;3;1;1;2;3;2;1;1;1;2;3;2;3;5;4;5;5;3;4;5;1;1;1;1;1;1;1;2;1;5;5;4;3;4;1;2;1;3;1;1;1;1;3;4;1;2;1;1;1;1;1;3;5;3;4;3;4;4;4;4;4;1;5;1;1;2;;8;140;2;;;2;;2;4;2;6;1;1;0;"-99";1;0;0;0;-66;1;1;"-99";;;;;;;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";0;0;0;;;1;0;1554361789;"2019-04-04 07:09:49";"2019-04-04 07:22:00";"0000-00-00 00:00:00";3;7;37;85;116;127;162;190;209;215;231;261;274;280;301;305;309;517;520;525;577;596;621;649;656;658;663;;673;;686;;;689;;;699;707;714;720;725;;728;;731;339;366;383;394;424;454;479;509;639;642;"maennlich";"Hochschule";"Angestelle/r";"Berg";5;"31-35";5;2019
273;0;0;31;"712995";;4258;3;4;2;4;2;3;3;1;3;3;3;2;3;2;3;2;2;3;3;3;4;3;3;3;4;2;1;1;1;2;1;3;;;;;;;;;;;;;;;4;4;4;2;3;4;4;4;3;3;3;3;3;1;1;1;3;3;1;3;3;3;2;2;2;2;0;1;1;1;3;2;3;1;0;2;1;1;1;1;2;4;4;3;;;;;;;;;4;4;2;4;4;4;4;3;3;1;1;2;2;3;3;2;;3;2;2;2;2;1;1;3;2;3;3;2;3;2;3;4;3;3;3;3;3;3;3;3;2;3;2;;;3;8;150;2;;;2;;2;1;-99;4;5;1;0;"-99";1;0;0;0;-66;1;1;"-99";;;;;;;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";1;0;0;;;1;0;1554362519;"2019-04-04 07:21:59";"2019-04-04 08:32:57";"0000-00-00 00:00:00";9;1513;1516;1520;1524;1531;1564;1735;1780;1782;1787;1792;1835;1851;1922;1936;1948;2649;2657;2678;3868;3946;4031;4087;4098;4106;;4116;4126;;4152;;;4163;;;4170;4179;4200;4210;4220;;4230;;4258;2083;2234;2310;2342;2412;2420;2545;2612;4063;4074;"weiblich";"Mittlere Reife";"";"Gartenstadt/Ost";3;"71 Jahre und aelter";19;2019
275;0;0;31;"712995";;790;2;3;2;3;3;3;4;2;1;4;3;3;2;1;2;2;2;1;4;1;2;3;2;1;2;4;6;1;1;1;2;7;3;5;1;3;4;3;3;6;2;3;2;2;3;2;4;4;2;2;2;1;1;1;2;4;2;2;2;2;2;4;1;4;1;2;4;4;3;2;3;3;0;2;2;2;4;3;1;1;3;2;4;3;1;2;2;3;3;2;3;4;2;3;3;3;2;3;5;2;1;1;2;2;1;5;5;2;2;2;4;2;4;3;3;3;1;1;1;1;5;5;1;3;1;1;1;2;1;3;4;3;3;3;4;3;3;3;1;1;5;1;2;3;;7;210;1;30;1;2;;2;5;1;6;11;1;0;"-99";1;0;0;0;-66;2;2;"Türkei";1;4;2;3;2;1;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";1;1;0;;;1;0;1554362758;"2019-04-04 07:25:58";"2019-04-04 07:39:08";"0000-00-00 00:00:00";10;14;90;139;164;179;200;234;248;253;269;303;320;326;342;346;354;585;588;592;618;640;670;694;698;699;705;;707;710;718;727;731;734;;;739;746;751;758;761;;771;788;790;384;412;434;443;476;507;545;581;688;689;"maennlich";"Hochschule";"Beamter/in";"Nord";2;"18-25";5;2019
285;0;0;32;"712995";;-1;4;3;3;4;3;4;4;2;1;2;1;1;3;2;3;2;2;3;3;2;3;3;4;4;3;5;4;2;6;7;3;7;4;2;2;2;3;3;3;3;2;2;2;2;3;3;2;4;2;2;3;1;2;1;2;3;3;3;2;1;1;3;2;4;1;4;3;3;1;3;1;1;0;2;2;1;3;4;5;1;2;5;1;2;1;1;1;3;2;1;2;4;3;4;2;2;2;3;1;1;1;4;1;2;1;3;2;2;3;3;2;3;1;2;2;3;2;2;2;1;2;4;1;2;2;1;2;2;2;3;3;3;3;3;3;4;3;4;2;1;5;2;;;7;8;56;1;45;1;2;;2;1;0;1;12;1;0;"-99";1;0;0;0;-66;2;1;"-99";3;2;1;3;2;1;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";0;0;0;;;1;0;1554364173;"2019-04-04 07:49:33";"2019-04-04 19:37:48";"0000-00-00 00:00:00";7;30961;30974;32017;32452;32464;32623;33035;35132;35134;35135;35137;35139;35183;35505;35531;35562;38918;38952;38985;40025;40104;40207;41451;41454;41457;;41755;41757;;41759;41816;41818;41820;;;41821;41823;41833;41862;41881;;41933;42081;42495;35682;36146;36691;37390;37552;38377;38417;38750;40276;41308;"maennlich";"Hochschule";"";"Gartenstadt/Ost";3;"46-50";5;2019
295;0;0;31;"712995";;2002;2;4;3;4;3;4;5;3;4;3;4;2;3;5;2;6;3;3;5;3;3;6;6;5;4;3;4;2;4;;8;4;5;5;3;5;5;3;3;6;3;6;3;3;4;4;2;4;3;3;2;5;4;3;1;4;3;4;4;3;3;3;3;3;3;3;3;3;2;2;2;3;0;2;3;3;3;3;5;1;2;5;5;1;2;1;1;3;3;2;1;3;3;3;3;4;1;3;5;5;1;3;1;3;3;1;2;2;5;3;1;3;1;3;2;3;3;3;3;4;3;3;3;3;3;3;2;3;3;3;3;3;4;3;4;4;4;4;4;2;3;1;1;2;;4;70;1;25;1;2;;2;2;-99;2;10;1;0;"-99";0;0;1;0;-66;1;1;"-99";;;;;;;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";0;0;0;;;1;0;1554365909;"2019-04-04 08:18:29";"2019-04-04 08:51:51";"0000-00-00 00:00:00";41;51;59;280;326;351;399;571;583;594;631;724;747;771;828;837;847;1556;1560;1565;1577;1624;1679;1760;1776;1779;1791;;1798;1815;1828;1917;1926;1931;;;1943;1949;1960;1979;1988;;1993;;2002;878;932;970;987;1202;1357;1432;1545;1752;1756;"weiblich";"Mittlere Reife";"Angestelle/r";"Mitte/Wunderburg";1;"26-30";5;2019
297;0;0;31;"712995";;2244;3;2;3;3;3;4;1;2;1;3;2;3;1;2;4;3;3;3;5;3;1;5;3;3;5;4;4;6;4;6;8;6;4;2;1;3;2;2;2;3;3;3;2;3;2;3;4;3;4;4;3;2;3;3;3;3;3;5;4;2;2;3;3;3;3;3;3;2;2;2;2;2;0;2;2;1;3;1;3;5;1;2;5;2;1;1;1;1;1;2;2;2;2;2;2;2;1;2;3;5;1;2;4;2;2;2;3;2;3;3;1;3;2;1;1;2;4;4;4;4;2;2;2;4;4;3;3;3;2;3;5;4;4;4;4;4;4;4;4;1;6;1;1;2;;8;80;1;45;9;2;;1;1;0;3;5;1;0;"-99";1;0;0;0;-66;1;1;"-99";;;;;;;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";1;1;0;;;1;0;1554366140;"2019-04-04 08:22:20";"2019-04-04 08:59:44";"0000-00-00 00:00:00";14;27;80;92;144;168;198;237;317;324;342;391;409;419;443;465;503;1678;1683;1690;1709;1766;1803;1858;1892;1895;1909;;1914;;1935;1962;1969;1973;;;2002;2010;2018;2023;2027;;2032;;2244;534;584;691;722;778;1045;1621;1665;1823;1836;"maennlich";"";"Angestelle/r";"Gartenstadt/Ost";3;"26-30";5;2019
299;0;0;31;"712995";;4065;1;2;3;1;2;4;2;3;1;4;2;1;1;1;2;1;1;2;3;2;2;3;2;3;2;3;3;2;2;3;3;2;4;2;2;1;3;2;2;5;2;2;5;3;4;2;1;5;3;3;3;2;2;2;2;3;3;3;1;2;2;3;3;3;2;3;3;3;1;4;1;3;1;1;1;1;4;1;2;1;5;1;2;1;2;2;2;4;4;2;;;;;;;;;4;4;1;1;3;3;3;3;5;2;2;1;3;2;2;3;3;3;1;3;4;1;1;2;4;2;4;2;1;2;2;3;5;5;4;3;4;4;4;4;4;2;6;1;1;4;;3;120;1;25;1;2;;2;2;0;6;1;1;0;"-99";0;0;1;0;-66;1;1;"-99";;;;;;;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";0;1;0;;;1;0;1554366637;"2019-04-04 08:30:37";"2019-04-04 09:38:22";"0000-00-00 00:00:00";4;904;1114;1760;1854;2078;2125;2593;2809;2838;2879;2944;2971;3020;3043;3055;3065;3438;3442;3448;3566;3619;3675;3875;3921;3923;3928;;3954;3976;3984;4023;4027;4029;;;4035;4042;4045;4051;4057;;4060;;4065;3091;3215;3232;3243;3271;3281;3349;3427;3794;3869;"weiblich";"";"Freiberufler/in";"Berg";5;"31-35";5;2019
300;0;0;31;"712995";;653;1;2;1;2;1;2;1;1;1;2;1;1;1;1;1;2;2;1;1;1;2;3;1;2;2;1;1;1;1;1;1;1;2;2;2;2;2;1;1;3;2;2;1;1;2;2;4;4;4;4;1;2;1;1;2;4;4;3;3;3;1;3;3;3;3;3;3;3;1;1;4;4;5;2;3;3;4;4;4;1;3;3;4;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;2;2;2;3;5;4;4;2;4;1;2;2;2;1;1;2;1;1;1;1;5;5;1;1;1;1;1;1;1;1;2;2;3;3;3;3;3;3;1;1;5;1;2;2;;7;120;2;;;2;;2;33;0;3;10;1;0;"-99";1;0;0;0;-66;1;1;"-99";;;;;;;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";0;1;0;;;1;0;1554366778;"2019-04-04 08:32:58";"2019-04-04 08:43:51";"0000-00-00 00:00:00";6;9;13;14;41;55;85;100;103;108;123;156;173;179;208;215;225;478;482;484;487;511;542;567;572;575;581;;587;591;602;;;605;;;609;624;631;639;644;;648;;653;250;293;322;338;363;392;427;472;559;561;"maennlich";"Hochschule";"Angestelle/r";"Mitte/Wunderburg";1;"26-30";5;2019
301;0;0;31;"712995";;3865;3;3;5;4;5;4;1;5;1;1;4;3;1;4;6;2;2;3;4;4;5;1;3;3;5;;7;;;3;3;7;5;5;5;2;5;;5;6;2;3;2;2;;4;1;1;1;1;3;4;4;3;4;1;1;3;;1;1;1;3;2;1;3;2;2;1;1;1;1;1;1;1;1;4;4;5;1;5;3;1;4;3;3;4;5;5;4;;;;;;;;;5;5;1;3;3;1;1;4;4;4;3;;3;1;1;4;;4;3;4;2;3;4;5;3;2;2;2;2;2;3;3;5;4;4;4;3;4;2;3;1;2;5;2;;;3;7;100;2;;;2;;2;11;0;0;10;1;0;"-99";0;0;1;0;-66;1;1;"-99";;;;;;;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";1;0;0;;;1;0;1554367203;"2019-04-04 08:40:03";"2019-04-04 09:44:28";"0000-00-00 00:00:00";17;73;197;552;801;913;1062;1124;1291;1337;1418;1600;1631;1679;1752;1769;1785;2621;2643;2672;2842;2976;3135;3360;3384;3396;;3409;3435;3470;3620;;;3628;;;3641;3676;3686;3722;3739;;3752;;3865;1893;2026;2132;2190;2299;2321;2467;2594;3244;3310;"weiblich";"Hochschule";"";"Mitte/Wunderburg";1;"71 Jahre und aelter";19;2019
304;0;0;31;"712995";;1098;4;3;4;3;5;5;3;5;3;4;3;5;3;5;6;4;4;3;1;6;6;1;1;6;6;8;4;1;1;1;4;;6;6;4;6;6;6;6;6;6;4;6;4;4;6;1;5;1;1;5;4;5;5;5;1;1;5;5;1;1;3;3;3;1;3;3;3;3;5;5;1;0;2;1;1;4;1;1;5;5;1;5;1;1;1;1;1;5;3;1;1;5;1;1;1;1;1;5;5;1;1;1;1;1;5;5;1;1;1;4;1;3;5;5;5;5;5;4;4;1;1;4;3;3;5;5;5;4;5;5;5;4;4;3;4;3;3;3;1;3;1;1;1;;8;200;2;;;2;;2;2;-99;3;13;1;0;"-99";1;0;0;0;-66;1;1;"-99";;;;;;;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";0;0;0;;;1;0;1554367432;"2019-04-04 08:43:52";"2019-04-04 09:02:10";"0000-00-00 00:00:00";7;15;47;83;166;189;226;259;324;332;357;399;419;427;457;462;471;749;753;759;828;860;916;967;971;974;986;;991;;1030;;;1034;;;1043;1056;1061;1070;1077;;1081;;1098;505;558;584;603;633;669;701;743;944;960;"maennlich";"Mittlere Reife";"(Fach-)Arbeiter/in";"";;"51-55";5;2019
305;0;0;31;"712995";;1507;2;3;2;2;4;3;1;2;2;3;1;3;1;2;3;5;3;5;2;5;4;2;3;2;3;2;3;1;1;1;1;4;5;1;1;1;4;3;6;6;2;3;3;1;3;4;3;5;3;1;4;4;5;4;2;2;1;4;;1;1;2;3;3;1;2;3;1;1;1;1;1;0;;;;2;1;2;1;3;2;3;2;3;1;1;2;3;2;1;3;2;3;2;2;3;2;3;3;1;3;3;4;1;5;5;3;3;2;3;4;2;3;3;5;2;1;1;3;4;3;3;2;4;3;1;3;1;1;4;3;3;3;3;3;3;3;1;2;6;1;1;7;;8;60;1;20;4;2;;2;2;-99;3;12;1;0;"-99";1;0;0;0;-66;1;1;"-99";;;;;;;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";0;1;0;;;1;0;1554367520;"2019-04-04 08:45:20";"2019-04-04 09:10:27";"0000-00-00 00:00:00";8;19;27;34;102;148;210;216;221;242;277;356;381;393;444;456;466;967;987;1004;1027;1094;1155;1222;1258;1260;1285;;1292;;1326;1357;1375;1381;;;1388;1409;1420;1436;1452;;1468;;1507;522;574;613;640;701;763;883;955;1201;1211;"weiblich";"";"";"Gartenstadt/Ost";3;"51-55";5;2019
307;0;0;31;"712995";;925;1;3;2;3;3;3;3;3;2;2;2;1;3;3;3;3;3;2;2;2;3;2;3;3;3;2;5;1;1;3;1;2;4;4;3;3;6;3;4;6;3;3;5;3;3;6;2;2;2;2;3;3;2;3;3;3;3;3;3;2;2;3;3;3;2;3;3;3;1;1;1;1;0;1;1;1;3;3;3;1;4;1;5;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;5;5;1;1;1;1;1;5;5;5;5;1;1;1;1;3;3;3;3;4;3;5;1;1;3;3;3;5;5;3;3;5;5;5;4;4;4;4;4;4;4;2;5;1;2;2;;6;145;1;35;8;2;;2;4;2;5;15;1;0;"-99";0;0;1;0;-66;1;1;"-99";;;;;;;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";0;0;0;;;1;0;1554367825;"2019-04-04 08:50:25";"2019-04-04 09:05:50";"0000-00-00 00:00:00";4;47;72;95;161;191;311;323;334;339;352;398;405;412;448;453;459;642;646;652;674;738;777;806;811;813;819;;824;829;838;872;879;884;;;891;898;907;912;917;;922;;925;481;505;520;534;548;557;599;638;790;798;"weiblich";"Hochschule";"Angestelle/r";"Mitte/Wunderburg";1;"36-40";5;2019
312;0;0;31;"712995";;1401;2;3;3;4;4;2;4;3;2;3;3;2;2;2;2;2;2;1;2;5;3;3;2;3;3;4;1;5;;1;2;7;2;2;3;2;3;2;5;3;2;2;2;2;2;;2;2;1;2;3;4;4;4;4;2;2;3;4;1;1;3;3;3;2;3;3;1;1;1;1;2;0;2;2;2;4;2;4;3;4;3;1;1;3;2;;2;3;2;2;4;4;4;4;2;3;3;4;3;1;3;2;3;2;3;3;2;2;3;3;3;3;3;2;4;1;1;1;3;4;4;2;2;2;2;2;2;2;4;2;3;3;3;3;3;3;3;3;1;3;2;;;3;8;185;2;;;2;;2;3;-99;5;1;1;0;"-99";0;0;1;0;-66;1;1;"-99";;;;;;;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";1;1;0;;;1;0;1554370361;"2019-04-04 09:32:41";"2019-04-04 09:56:02";"0000-00-00 00:00:00";6;19;75;133;184;206;248;481;510;533;580;647;679;698;727;737;768;1079;1092;1099;1107;1148;1202;1243;1255;1258;;1267;1279;;1296;;;1300;;;1314;1322;1347;1368;1378;;1384;;1401;808;840;869;893;935;971;1023;1070;1227;1230;"maennlich";"Mittlere Reife";"";"Berg";5;"56-60";5;2019
