v_1;v_9;v_10;v_11;v_12;v_13;v_14;v_15;v_16;v_17;v_18;v_19;v_20;v_26;v_27;v_28;v_29;v_36;v_37;v_38;v_39;v_40;v_41;v_42;v_43;v_46;v_52;v_53;v_54;v_55;v_56;v_57;v_63;v_64;v_65;v_66;v_67;v_68;v_69;v_70;v_71;v_72;v_73;v_74;v_75;v_76;v_82;v_83;v_84;v_85;v_111;v_117;v_118;v_119;v_120;v_121;v_122;v_124;v_142;v_177;v_178;v_179;v_186;v_187;v_188;v_189;v_190;v_191;v_197;v_198;v_199;v_200;v_201;v_202;v_203;v_204;v_205;v_206;v_2598;v_223;v_227;v_246;geschlecht;bildung;beruf;stadt_teil;stadt_teil2;alter;jahr
2;4;3;4;2;4;3;2;3;3;2;2;4;2;1;1;1;4;5;3;3;4;3;4;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";;"";2017
2;3;3;4;3;5;5;3;2;4;2;1;3;1;1;3;3;4;6;6;2;3;1;6;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";;"";2017
1;3;2;4;2;4;3;2;2;3;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";;"";2017
2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";;"";2017
1;3;2;3;4;3;1;1;2;2;2;3;2;2;2;3;2;2;3;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";;"";2017
2;3;3;1;3;1;1;2;1;3;1;1;1;4;4;3;3;3;4;3;4;1;3;3;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";;"";2017
3;3;2;4;3;4;3;3;2;4;1;1;3;1;3;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";;"";2017
2;3;4;3;3;4;3;4;3;3;2;2;2;2;3;3;3;2;2;2;2;2;2;2;2;8;1;1;1;1;1;1;6;3;3;3;5;3;5;5;3;3;2;2;3;3;1;1;1;1;3;3;3;3;3;3;3;3;3;3;2;3;;;;;;;;;;;;;;;;;;;;;"";"";"";"";;"";2017
1;3;2;4;3;2;2;2;2;4;1;1;1;2;6;1;1;1;1;1;3;4;2;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";;"";2017
2;3;3;3;4;3;2;2;2;2;3;2;3;1;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";;"";2017
1;4;2;4;2;3;1;1;1;1;1;2;3;3;2;6;3;4;4;5;3;4;2;6;4;1;1;3;1;1;2;4;5;6;1;2;3;4;3;5;1;3;3;1;2;4;4;1;3;4;3;3;2;3;2;3;3;4;2;2;2;3;2;1;1;1;4;4;2;1;2;3;1;1;1;1;2;2;2;;2;;"weiblich";"";"Angestelle/r";"";;"36-40";2017
2;2;2;3;3;2;2;2;1;2;2;2;2;2;2;2;2;3;3;2;4;2;5;5;4;;;;;;;;5;2;2;2;3;3;4;5;2;2;2;2;3;3;4;4;3;2;3;3;4;3;3;2;1;3;4;2;2;2;2;2;2;1;3;3;2;3;3;2;1;2;1;3;3;3;2;;;;"weiblich";"";"";"";;"26-30";2017
2;2;2;3;3;2;2;2;1;2;3;2;2;2;2;2;2;3;2;2;3;3;5;5;4;;;;;;;;5;2;2;3;3;3;4;5;2;2;2;2;3;3;4;4;3;2;3;3;4;3;4;2;1;3;4;2;;2;2;2;2;1;2;3;2;3;2;2;2;3;2;3;3;3;2;;5;;"weiblich";"";"Selbstaendige/r";"";;"26-30";2017
1;3;1;1;3;3;1;1;1;3;3;1;1;2;1;1;1;2;2;2;2;2;3;3;2;2;2;1;2;3;2;3;2;1;2;2;2;;3;3;2;3;3;2;;3;3;5;3;3;3;3;3;3;3;3;3;;3;2;2;3;1;1;1;1;1;2;;;;;;;;;;;;;;;"";"";"";"";;"";2017
5;4;5;5;4;4;4;5;5;5;5;4;4;6;5;5;5;6;6;6;6;6;6;6;6;;;;;;;;6;6;6;5;5;5;5;5;6;6;6;6;5;5;1;1;1;1;5;5;5;5;5;1;1;5;5;5;5;5;5;5;5;5;;;5;5;;5;;;5;;4;;2;1;;7;"weiblich";"keinen Abschluss";"";"Gereuth";4;"66-70";2017
2;3;3;4;4;2;1;3;1;4;1;1;1;4;3;6;5;5;6;5;4;4;6;5;5;3;4;1;1;1;2;1;6;2;2;3;5;2;3;5;1;3;3;3;5;4;3;4;2;1;3;2;1;3;3;2;1;3;4;2;2;2;4;4;4;3;1;1;4;2;3;2;4;3;;3;5;5;2;6;2;;"weiblich";"";"Angestelle/r";"";;"26-30";2017
3;3;2;3;3;4;1;1;1;4;3;3;3;3;2;3;1;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;5;2;3;2;2;4;3;5;2;2;3;3;4;3;4;4;3;3;5;5;5;5;5;1;1;5;5;2;2;4;1;1;1;1;5;5;1;1;1;1;1;1;1;1;1;1;2;2;;;"weiblich";"Hauptschulabschluss";"";"";;"56-60";2017
3;2;2;3;4;;1;2;2;3;2;1;1;5;4;1;1;3;3;4;2;3;4;3;3;3;5;4;1;1;3;6;4;1;1;2;1;2;5;3;1;2;1;2;3;2;2;1;4;2;4;5;5;5;5;1;1;4;4;4;2;2;1;1;1;1;4;1;2;2;2;2;2;2;2;2;5;3;1;6;1;7;"maennlich";"";"(Fach-)Arbeiter/in";"Gereuth";4;"41-45";2017
1;3;1;3;2;4;4;2;1;1;3;2;2;3;3;2;2;2;3;3;2;2;4;3;3;2;1;1;1;1;1;4;4;3;2;2;1;2;2;3;2;2;2;2;3;3;4;4;3;4;3;2;2;3;2;1;1;2;3;2;2;2;2;1;1;3;2;3;2;1;3;2;1;2;2;3;4;3;2;2;;;"weiblich";"Hauptschulabschluss";"";"";;"66-70";2017
2;4;2;4;2;3;2;1;1;3;2;2;2;2;3;3;3;3;3;4;;3;;3;;2;4;4;2;2;2;2;5;2;2;4;3;3;2;4;2;4;;;;;4;3;3;3;2;3;3;3;3;5;5;3;3;2;3;3;2;2;2;1;5;4;;2;;2;1;2;2;3;4;3;2;6;3;;"weiblich";"";"Beamter/in";"";;"18-25";2017
3;4;2;2;4;3;2;2;2;3;2;2;3;3;4;5;4;5;3;4;3;3;4;4;4;9;7;7;4;7;3;3;5;3;3;2;2;3;6;5;2;5;3;2;4;5;2;4;3;1;4;4;4;5;5;1;1;5;4;5;4;5;2;2;2;2;4;4;3;2;4;2;2;3;3;4;4;3;1;2;1;7;"maennlich";"Hauptschulabschluss";"(Fach-)Arbeiter/in";"Gereuth";4;"18-25";2017
2;;3;3;3;3;3;3;2;2;3;2;2;3;3;2;2;3;3;3;3;3;3;3;3;3;4;4;1;4;4;1;4;3;1;1;1;3;5;5;3;3;3;3;3;3;4;2;1;2;5;5;5;5;5;1;1;5;5;4;3;4;3;3;3;2;3;3;3;3;3;3;2;3;3;3;5;5;1;2;2;7;"maennlich";"Hauptschulabschluss";"Angestelle/r";"Gereuth";4;"71 Jahre und aelter";2017
2;2;2;2;3;3;2;2;2;3;3;2;2;2;3;2;2;2;3;4;3;2;3;5;5;3;2;7;2;2;;4;5;3;2;3;4;3;3;4;2;3;3;2;3;3;4;3;3;3;2;3;3;3;3;3;3;3;3;3;3;3;1;1;1;1;2;3;1;2;3;3;2;3;2;3;3;3;2;3;2;;"weiblich";"Mittlere Reife";"Angestelle/r";"";;"61-65";2017
3;3;4;4;3;2;2;3;2;4;3;1;2;3;5;5;2;3;3;;3;4;3;3;5;7;8;6;;6;8;10;5;1;3;4;3;3;3;5;3;3;3;2;5;5;4;4;4;3;5;4;3;4;4;2;1;4;4;2;3;3;2;1;3;2;2;1;3;3;3;2;2;2;;4;5;3;1;3;;0;"maennlich";"Mittlere Reife";"";"";;"56-60";2017
3;4;4;5;4;4;4;3;3;4;4;4;4;6;6;6;6;5;5;6;6;6;6;6;6;10;;;;;;;6;6;6;6;6;6;6;6;6;6;6;6;6;6;;1;1;1;5;1;1;5;1;1;5;5;5;5;5;4;1;1;1;1;1;1;3;3;5;5;5;3;3;5;5;5;2;3;1;7;"weiblich";"Mittlere Reife";"(Fach-)Arbeiter/in";"Gereuth";4;"61-65";2017
1;2;2;2;1;2;1;2;1;2;1;1;1;2;1;1;1;;;;;;;;;2;2;1;2;3;2;1;5;2;1;1;3;2;2;2;1;2;2;2;2;2;4;3;4;3;3;4;3;4;3;1;1;4;5;2;2;2;2;2;2;1;3;3;3;2;2;2;2;2;1;2;5;3;1;3;2;0;"maennlich";"Mittlere Reife";"Angestelle/r";"";;"51-55";2017
1;3;2;3;2;4;3;2;1;2;1;1;3;1;1;1;1;2;2;2;2;2;2;4;4;1;3;1;2;1;1;1;4;1;1;1;3;3;3;3;1;1;2;2;2;2;4;4;3;3;3;4;1;4;1;2;1;5;4;2;2;4;1;1;1;1;4;4;2;2;3;2;2;2;2;4;4;4;2;4;5;0;"weiblich";"(Fach-)Abitur";"Selbstaendige/r";"";;"41-45";2017
2;3;2;3;3;2;2;2;1;1;1;3;4;2;3;2;1;2;5;2;3;5;3;4;2;3;8;7;4;1;2;3;5;4;1;5;3;2;3;4;3;3;2;1;2;3;4;4;2;3;2;4;2;2;3;4;4;4;4;3;2;4;1;4;2;1;4;3;2;2;3;1;1;4;1;4;4;3;1;4;;0;"maennlich";"(Fach-)Abitur";"";"";;"18-25";2017
2;2;3;2;3;2;1;2;1;4;1;1;1;1;3;2;2;2;2;2;3;4;2;4;3;9;8;9;5;3;4;1;6;2;1;2;3;2;4;4;2;2;2;2;3;3;4;3;3;3;3;3;4;4;3;2;1;3;3;2;2;3;1;2;1;2;4;2;1;2;3;2;1;2;1;3;5;3;2;4;3;0;"weiblich";"(Fach-)Abitur";"Beamter/in";"";;"31-35";2017
2;3;2;4;1;1;1;1;1;2;2;2;2;1;3;2;1;2;2;2;3;2;3;6;5;2;2;1;1;2;2;1;3;2;2;2;5;3;2;5;2;2;3;2;3;3;3;2;;4;3;2;2;3;3;4;3;3;2;2;2;2;2;1;2;2;4;4;2;2;2;2;2;2;2;3;2;2;2;3;2;0;"weiblich";"Mittlere Reife";"Angestelle/r";"";;"36-40";2017
2;2;2;4;3;4;3;2;2;4;2;2;2;2;3;3;3;2;2;2;4;2;1;2;2;4;7;6;6;8;4;4;6;2;2;2;4;4;6;6;2;2;2;3;3;3;4;1;1;1;5;2;3;4;2;1;1;5;5;4;3;2;2;2;3;1;3;2;4;2;4;2;1;3;2;3;5;4;1;3;2;0;"maennlich";"Mittlere Reife";"Angestelle/r";"";;"26-30";2017
4;3;3;4;5;4;4;4;4;3;4;1;5;6;6;6;3;6;6;6;5;5;1;4;6;1;1;1;;2;2;2;6;2;4;4;6;6;6;5;5;4;6;5;5;6;2;1;1;1;5;5;5;5;5;1;1;5;5;5;5;5;3;3;5;3;1;1;3;4;4;4;3;4;4;4;5;5;1;4;;0;"maennlich";"(Fach-)Abitur";"";"";;"66-70";2017
3;3;4;4;5;5;2;4;3;4;3;3;3;4;2;6;2;2;4;3;2;4;4;5;4;4;5;5;5;6;4;5;6;5;2;3;4;4;5;6;4;3;4;5;3;3;3;2;3;2;3;3;3;3;3;3;3;2;3;3;3;3;3;2;2;3;3;2;3;3;3;2;2;3;2;3;4;3;1;3;1;7;"maennlich";"Mittlere Reife";"(Fach-)Arbeiter/in";"Gereuth";4;"26-30";2017
4;4;4;4;5;3;2;3;3;3;2;2;3;5;5;3;5;;;;6;;2;6;6;10;;5;;9;;9;4;4;4;5;2;3;6;6;4;6;3;3;;6;2;2;1;1;5;5;5;5;5;1;1;5;5;4;4;5;2;2;2;2;2;4;2;2;2;2;2;3;2;3;4;2;1;3;;;"maennlich";"Mittlere Reife";"";"";;"51-55";2017
3;2;3;3;4;3;3;3;1;3;2;4;2;4;3;2;2;3;3;3;3;3;3;3;3;3;;;;;;;2;4;2;2;2;3;4;6;2;3;4;3;2;2;3;3;2;2;3;3;4;4;3;1;1;3;5;4;3;4;1;1;2;1;4;3;3;2;3;2;1;2;1;3;3;2;2;4;2;;"weiblich";"(Fach-)Abitur";"Angestelle/r";"";;"51-55";2017
1;3;1;2;3;2;1;1;1;3;1;3;2;3;2;2;1;;;;;;;;;1;10;5;8;7;6;2;;;2;1;4;;1;3;;1;;1;;;4;4;4;4;2;2;2;2;3;3;3;1;2;4;2;4;1;3;1;1;3;3;;4;;;2;;3;;2;3;2;3;;;"weiblich";"Mittlere Reife";"";"";;"66-70";2017
2;4;3;2;1;3;1;2;1;1;2;3;2;2;3;4;2;3;3;4;3;3;2;2;3;5;1;1;;5;4;;3;3;2;1;4;;4;4;2;;;;;3;3;4;3;3;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;3;;;"weiblich";"Mittlere Reife";"";"";;"71 Jahre und aelter";2017
3;2;1;4;2;2;1;1;2;5;3;2;1;1;1;1;1;2;5;3;4;1;1;2;5;6;2;7;2;2;4;1;6;1;2;1;5;1;3;1;3;2;1;1;4;4;2;1;1;3;3;1;1;1;1;1;1;4;3;1;1;3;2;2;3;3;1;1;3;4;3;3;2;4;1;2;5;4;2;3;2;;"weiblich";"Mittlere Reife";"Angestelle/r";"";;"41-45";2017
2;;2;2;3;2;1;1;2;3;3;1;2;;3;2;1;;3;;3;;3;;3;1;1;1;;4;3;4;;3;2;1;3;;2;5;3;3;;2;;3;3;3;3;4;2;;1;2;;4;;3;3;2;2;3;1;1;1;1;3;2;3;2;;1;1;3;;2;3;4;2;3;;;"weiblich";"Mittlere Reife";"";"";;"46-50";2017
;5;1;4;4;4;4;1;1;5;1;1;5;4;4;1;2;4;6;6;6;6;6;6;6;4;;;1;1;;1;6;3;3;3;3;6;6;6;6;4;4;4;6;6;3;3;4;1;5;5;5;5;5;1;1;5;5;5;5;;5;5;5;5;1;1;5;5;5;5;5;5;5;5;5;5;2;3;2;;"weiblich";"Mittlere Reife";"Angestelle/r";"";;"56-60";2017
2;3;2;2;2;3;2;3;2;1;1;2;2;3;2;2;2;2;2;3;3;2;2;2;3;3;1;1;;2;2;9;3;2;3;1;1;2;2;3;1;2;2;2;2;2;3;4;2;3;3;3;3;3;2;3;3;3;4;3;2;2;1;2;1;2;4;4;2;2;3;2;1;2;2;3;4;3;2;3;;;"weiblich";"Mittlere Reife";"";"";;"71 Jahre und aelter";2017
2;3;3;3;4;4;3;3;2;3;3;2;3;2;3;2;2;3;4;5;5;3;3;4;4;4;4;3;;4;3;3;5;4;2;2;3;;4;5;3;2;;3;3;4;4;3;2;3;3;2;2;2;2;2;1;3;2;3;;;2;3;3;3;2;2;3;3;3;3;2;3;3;3;3;3;2;3;;;"weiblich";"Mittlere Reife";"";"";;"71 Jahre und aelter";2017
2;3;3;3;4;3;2;3;3;5;3;5;3;3;4;3;2;;;;;;;;;3;;8;;;1;1;6;2;;;;4;5;6;2;3;5;;;;;;;;;;;;;;;;;4;3;;;;;;;;;;;;;;;;;;1;3;1;;"maennlich";"Mittlere Reife";"(Fach-)Arbeiter/in";"";;"46-50";2017
2;1;3;4;3;3;4;3;2;2;4;2;2;3;1;2;2;2;3;4;5;3;6;4;5;3;3;1;;2;3;10;5;2;3;3;2;;4;6;3;3;4;4;5;6;3;3;3;2;;1;2;2;2;2;2;3;2;3;4;3;1;1;1;1;2;2;2;2;3;2;2;2;1;2;4;3;2;3;7;;"weiblich";"Mittlere Reife";"";"";;"51-55";2017
3;3;1;2;3;3;2;2;2;3;2;2;2;3;3;2;1;;;;;;;;;3;1;2;1;2;2;4;3;2;2;2;2;3;4;5;3;3;3;3;;3;4;4;3;2;4;4;3;4;3;2;1;3;4;3;3;4;1;1;2;3;4;2;3;2;3;2;1;2;3;3;4;3;2;3;;;"weiblich";"Mittlere Reife";"";"";;"66-70";2017
2;3;2;4;2;4;3;2;3;3;2;1;3;1;1;2;4;2;4;3;;4;;;;3;;3;6;2;4;;2;2;1;4;;2;;5;3;4;2;3;3;;2;4;3;3;4;4;2;3;2;2;2;4;4;3;2;2;1;1;2;1;4;3;3;1;;2;2;3;1;3;2;3;;4;3;;"";"(Fach-)Abitur";"Beamter/in";"";;"31-35";2017
2;3;3;3;3;3;2;2;1;3;2;1;2;2;2;2;2;3;2;3;4;2;3;3;4;4;4;5;4;3;3;2;4;3;2;2;3;3;3;4;2;2;2;2;3;4;3;3;2;2;2;3;2;3;2;3;1;;1;3;4;4;2;2;2;3;3;3;2;3;2;2;2;3;2;3;4;3;2;3;2;;"weiblich";"Mittlere Reife";"Angestelle/r";"";;"46-50";2017
1;3;1;4;1;4;2;1;1;2;1;1;2;1;1;2;2;3;3;2;2;2;2;4;2;1;2;1;1;1;2;1;1;4;2;4;4;3;1;2;2;3;2;2;2;2;5;5;4;5;2;1;1;1;1;2;1;2;2;2;2;3;1;1;1;1;5;5;1;1;1;1;1;2;1;1;2;1;2;4;;;"weiblich";"(Fach-)Abitur";"";"";;"18-25";2017
2;5;1;4;2;4;3;1;3;2;3;1;2;3;2;1;1;2;2;2;1;5;4;3;5;3;2;1;3;2;1;1;6;4;2;4;3;4;2;5;6;3;2;2;3;3;5;4;5;3;3;1;1;1;1;3;2;4;3;2;2;2;1;1;1;1;5;3;1;1;1;1;1;1;1;1;3;3;1;5;;;"maennlich";"Hochschule";"";"";;"18-25";2017
2;3;2;2;3;2;2;2;1;2;1;2;2;4;3;3;3;3;3;3;3;3;3;4;4;1;1;4;1;3;3;2;5;3;2;2;3;2;3;4;2;2;2;2;3;3;3;2;3;2;3;3;2;3;3;2;3;3;3;2;2;3;2;2;2;2;3;3;3;2;3;2;2;2;2;4;3;2;1;5;5;;"maennlich";"Hochschule";"Selbstaendige/r";"";;"46-50";2017
2;3;4;4;2;3;2;3;2;2;2;2;2;4;5;4;2;3;4;4;2;2;2;5;5;2;1;3;2;2;3;3;6;4;2;2;5;5;3;5;2;2;4;2;5;5;2;2;2;4;5;2;2;2;2;1;1;4;5;3;3;4;1;1;2;2;3;2;2;2;2;3;2;3;4;3;4;5;2;5;5;;"weiblich";"Hochschule";"Selbstaendige/r";"";;"36-40";2017
2;3;2;3;2;4;4;2;2;3;1;2;3;2;2;1;1;2;2;2;2;3;3;3;4;2;4;4;3;3;6;4;5;3;2;2;3;3;2;2;3;2;3;2;2;2;3;4;3;4;3;1;1;1;1;3;3;2;1;2;2;3;1;1;1;1;5;5;2;1;1;1;1;1;1;3;3;2;2;5;3;;"weiblich";"Hochschule";"Beamter/in";"";;"31-35";2017
2;2;2;3;2;2;3;2;1;2;1;2;1;2;3;2;2;2;3;2;3;3;3;3;4;3;3;1;1;1;1;1;5;3;2;2;3;2;2;2;2;2;2;2;3;;4;3;3;4;2;1;1;2;2;3;3;3;3;1;2;2;1;1;1;1;4;4;2;2;2;1;1;1;1;3;;3;2;5;4;0;"weiblich";"Hochschule";"Freiberufler/in";"";;"46-50";2017
1;2;1;3;1;2;2;1;1;1;1;1;2;1;1;1;1;1;2;1;1;2;2;1;2;2;4;2;2;1;1;2;4;1;2;1;2;3;1;2;2;2;1;2;2;2;4;3;4;5;2;2;1;3;2;3;1;2;2;2;1;3;2;2;1;1;4;2;2;2;3;2;1;2;1;1;4;3;1;5;2;0;"maennlich";"Hochschule";"Angestelle/r";"";;"31-35";2017
3;3;4;3;4;4;1;3;1;4;1;1;1;2;2;2;1;2;2;3;5;2;2;4;5;3;6;5;2;1;2;2;6;3;1;1;3;5;2;2;2;;3;3;2;2;2;2;2;3;2;2;3;3;1;2;2;3;3;3;4;5;1;1;1;2;2;3;3;3;3;2;2;3;1;3;4;3;1;5;7;;"maennlich";"Hochschule";"";"";;"51-55";2017
2;3;2;3;2;3;3;3;2;3;2;2;2;3;2;2;2;3;3;3;2;2;;3;3;2;9;4;4;2;2;2;6;3;1;2;2;;;4;2;2;;2;6;;3;3;4;4;1;2;2;1;2;3;3;;;2;2;2;1;2;2;1;5;4;2;2;3;1;1;2;1;3;4;3;0;5;2;0;"";"Hochschule";"Angestelle/r";"";;"36-40";2017
3;2;2;4;2;3;3;2;2;3;2;3;2;3;4;4;2;3;2;3;;2;2;5;5;3;4;5;4;2;3;2;3;6;2;3;6;5;2;2;1;2;5;2;2;2;5;5;5;3;2;2;3;3;3;3;1;3;1;3;3;4;2;3;1;1;4;4;2;3;3;1;1;4;1;4;2;3;2;5;2;0;"weiblich";"Hochschule";"Angestelle/r";"";;"26-30";2017
1;4;3;4;2;4;3;2;1;1;1;1;2;1;2;2;1;;2;2;2;4;4;4;;2;2;7;2;4;4;4;5;2;1;4;4;;2;5;1;2;2;1;2;;2;4;3;4;3;4;1;4;2;1;1;3;3;2;2;3;1;1;3;2;5;4;2;1;4;2;1;4;2;3;5;4;1;5;3;0;"maennlich";"Hochschule";"Beamter/in";"";;"41-45";2017
3;3;4;4;2;2;2;3;2;4;3;2;1;1;2;2;2;3;3;3;3;4;4;6;3;4;7;3;10;5;2;4;6;4;2;2;2;4;2;6;2;2;3;4;4;3;3;3;3;4;2;2;2;2;2;3;3;2;3;3;3;3;2;2;4;2;3;3;3;4;2;3;2;4;2;3;3;4;1;5;2;;"maennlich";"Hochschule";"Angestelle/r";"";;"36-40";2017
3;4;4;4;3;4;4;3;2;5;3;2;3;5;2;2;4;5;5;3;6;3;3;5;6;5;6;3;1;1;1;8;6;3;3;2;5;3;3;4;5;3;3;3;2;5;3;3;3;3;3;;;;;;;;;4;3;3;4;4;4;2;1;3;4;4;4;3;2;2;2;5;5;4;1;5;5;0;"maennlich";"Hochschule";"Selbstaendige/r";"";;"61-65";2017
5;3;4;3;5;3;2;3;2;3;3;3;2;6;6;4;2;3;4;4;5;4;2;6;5;4;3;;3;2;3;2;6;3;3;3;5;5;6;5;6;4;5;4;4;5;2;1;1;1;5;5;5;5;5;1;1;5;5;4;4;4;4;4;4;3;1;1;4;4;4;3;4;4;5;5;5;5;1;5;;7;"maennlich";"Hochschule";"";"Gereuth";4;"66-70";2017
1;3;1;4;1;3;3;1;2;1;2;1;2;2;2;2;2;3;4;3;2;3;3;3;4;1;2;2;2;1;2;1;5;4;2;3;3;3;1;;1;2;2;2;3;3;5;5;5;5;2;1;1;1;2;2;3;3;1;2;2;3;1;1;1;1;4;5;1;3;1;1;1;1;1;3;4;3;1;5;2;0;"maennlich";"Hochschule";"Angestelle/r";"";;"41-45";2017
1;2;2;2;1;3;3;2;1;3;1;2;2;2;2;1;1;;;;;;;;;3;8;3;3;4;2;2;5;2;1;2;3;3;2;4;3;2;2;;;;4;2;2;3;2;1;2;2;2;1;2;2;2;2;2;2;1;2;1;1;4;5;2;1;3;1;1;2;1;3;4;4;2;5;;0;"weiblich";"Hochschule";"";"";;"26-30";2017
1;2;1;3;2;2;2;1;2;3;2;2;1;1;;2;2;2;3;1;2;2;2;2;2;3;3;5;4;4;5;4;5;3;2;2;2;2;2;4;3;2;2;2;3;3;4;3;3;3;2;2;2;2;1;3;3;3;1;2;2;3;2;2;2;2;4;3;2;2;3;2;1;3;1;3;4;3;2;5;3;0;"weiblich";"Hochschule";"Beamter/in";"";;"18-25";2017
1;3;1;3;1;3;2;2;;2;1;2;3;2;4;3;4;4;4;3;2;2;3;;;2;3;3;2;3;4;1;5;3;1;2;3;5;2;2;2;3;5;2;3;;4;5;4;4;2;1;1;2;2;4;3;3;3;3;4;4;1;1;1;1;4;4;2;2;2;2;1;2;1;3;2;3;1;5;2;;"maennlich";"Hochschule";"Angestelle/r";"";;"31-35";2017
1;3;3;2;3;3;1;2;2;2;3;2;4;2;2;1;1;2;3;2;2;1;2;2;1;2;2;3;2;4;3;2;3;4;3;2;2;3;3;3;1;2;2;1;2;1;2;4;4;3;3;2;2;4;2;3;3;3;4;2;3;3;;3;1;2;4;4;1;;2;2;2;2;3;3;4;3;2;5;3;;"weiblich";"Hochschule";"Beamter/in";"";;"26-30";2017
3;3;5;5;5;3;5;5;3;1;3;2;2;3;3;2;1;1;1;1;2;2;2;3;3;2;1;1;1;1;1;2;6;1;1;2;5;3;4;6;1;1;1;1;2;2;1;1;1;2;5;4;4;5;5;1;1;4;5;4;4;4;1;1;1;1;1;4;1;1;1;1;1;1;1;1;4;3;2;5;;;"weiblich";"Hochschule";"";"";;"71 Jahre und aelter";2017
1;3;2;3;1;2;2;2;2;3;1;1;2;2;2;1;1;1;4;2;2;4;2;2;4;2;1;2;3;1;1;1;5;3;1;2;2;2;1;4;2;2;2;1;4;4;4;3;3;4;2;1;1;2;2;3;3;2;3;2;2;3;1;1;1;1;4;5;1;2;2;1;1;2;1;3;3;3;2;5;2;7;"weiblich";"Hochschule";"Angestelle/r";"Gereuth";4;"56-60";2017
1;2;1;1;1;;1;1;1;;;1;1;1;5;5;1;1;;1;1;;1;1;1;1;1;1;;1;1;1;3;2;2;1;1;3;3;2;1;;;3;1;1;1;1;1;1;2;2;;1;;;;2;3;2;2;2;;1;1;1;5;2;1;1;1;1;1;1;1;1;1;1;1;5;;;"maennlich";"Hochschule";"";"";;"71 Jahre und aelter";2017
2;3;2;3;3;3;1;2;2;4;2;2;2;1;1;2;2;2;2;2;2;2;2;3;;3;3;1;5;4;4;9;3;3;2;2;3;3;5;5;4;2;3;2;3;3;4;3;3;2;3;3;3;4;3;2;3;3;3;2;2;3;1;1;1;1;5;4;2;;3;2;1;3;2;2;2;;2;5;2;;"weiblich";"Hochschule";"Angestelle/r";"";;"31-35";2017
3;3;2;4;2;4;4;3;2;5;3;2;3;2;3;4;2;3;3;3;4;2;2;4;4;4;3;2;2;1;1;3;6;4;2;3;3;5;2;4;3;3;;3;;5;1;3;3;4;4;3;3;4;3;3;3;4;3;4;4;4;2;1;3;1;4;4;3;2;3;2;1;3;2;3;4;3;2;5;4;;"weiblich";"Hochschule";"Freiberufler/in";"";;"61-65";2017
1;2;3;2;2;2;1;2;1;3;1;1;1;1;3;2;1;2;2;2;2;1;1;2;2;1;1;2;1;1;1;1;3;2;1;1;2;;2;2;2;2;;1;1;;3;4;4;4;2;1;1;1;3;3;3;3;2;2;2;2;;1;1;1;5;3;2;1;2;2;1;1;1;3;3;3;2;5;2;7;"weiblich";"Hochschule";"Angestelle/r";"Gereuth";4;"31-35";2017
3;2;2;3;4;2;2;3;1;2;1;3;2;4;2;2;3;;;;3;;2;;5;3;1;1;;1;3;5;;4;3;2;3;;3;4;2;2;2;2;;2;3;3;3;2;;5;4;5;4;1;1;3;;3;3;3;1;1;1;1;5;4;1;1;1;1;1;1;1;3;2;3;1;5;;;"maennlich";"Hochschule";"";"";;"71 Jahre und aelter";2017
2;3;3;3;2;2;2;2;2;1;1;2;3;3;2;2;2;3;4;4;4;4;;;4;4;4;2;4;3;3;3;4;2;2;3;3;4;3;4;2;3;2;2;5;5;4;4;4;4;2;4;4;4;3;2;2;3;3;3;3;3;1;1;1;2;1;3;3;2;2;2;1;2;3;4;4;3;1;;7;5;"maennlich";"";"";"Gartenstadt/Ost";3;"18-25";2017
